68034 silly lifecycle is-utf8@0.2.1~preinstall: no script for preinstall, continuing
75418 info lifecycle read-pkg-up@1.0.1~install: read-pkg-up@1.0.1
75419 silly lifecycle read-pkg-up@1.0.1~install: no script for install, continuing
75420 silly install meow@3.7.0 C:\Users\pozda\bmsk\node_modules\.staging\meow-1b3968fd
75421 info lifecycle meow@3.7.0~install: meow@3.7.0
75422 silly lifecycle meow@3.7.0~install: no script for install, continuing
75423 silly install dateformat@1.0.12 C:\Users\pozda\bmsk\node_modules\.staging\dateformat-e9d4e5f0
75424 info lifecycle dateformat@1.0.12~install: dateformat@1.0.12
75425 silly lifecycle dateformat@1.0.12~install: no script for install, continuing
75426 silly install gulp-util@2.2.20 C:\Users\pozda\bmsk\node_modules\.staging\gulp-util-e5ede479
75427 info lifecycle gulp-util@2.2.20~install: gulp-util@2.2.20
75428 silly lifecycle gulp-util@2.2.20~install: no script for install, continuing
75429 silly install dateformat@1.0.12 C:\Users\pozda\bmsk\node_modules\.staging\dateformat-8356c9f3
75430 info lifecycle dateformat@1.0.12~install: dateformat@1.0.12
75431 silly lifecycle dateformat@1.0.12~install: no script for install, continuing
75432 silly install gulp-util@2.2.20 C:\Users\pozda\bmsk\node_modules\.staging\gulp-util-b5523ec8
75433 info lifecycle gulp-util@2.2.20~install: gulp-util@2.2.20
75434 silly lifecycle gulp-util@2.2.20~install: no script for install, continuing
75435 silly install vendors@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\vendors-516293a1
75436 info lifecycle vendors@1.0.1~install: vendors@1.0.1
75437 silly lifecycle vendors@1.0.1~install: no script for install, continuing
75438 silly install postcss-merge-rules@2.1.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-merge-rules-86e8594c
75439 info lifecycle postcss-merge-rules@2.1.2~install: postcss-merge-rules@2.1.2
75440 silly lifecycle postcss-merge-rules@2.1.2~install: no script for install, continuing
75441 silly install verror@1.3.6 C:\Users\pozda\bmsk\node_modules\.staging\verror-6c5428d7
75442 info lifecycle verror@1.3.6~install: verror@1.3.6
75443 silly lifecycle verror@1.3.6~install: no script for install, continuing
75444 silly install jsprim@1.3.1 C:\Users\pozda\bmsk\node_modules\.staging\jsprim-73283136
75445 info lifecycle jsprim@1.3.1~install: jsprim@1.3.1
75446 silly lifecycle jsprim@1.3.1~install: no script for install, continuing
75447 silly install http-signature@1.1.1 C:\Users\pozda\bmsk\node_modules\.staging\http-signature-bd7bcd0d
75448 info lifecycle http-signature@1.1.1~install: http-signature@1.1.1
75449 silly lifecycle http-signature@1.1.1~install: no script for install, continuing
75450 silly install vinyl@0.5.3 C:\Users\pozda\bmsk\node_modules\.staging\vinyl-c485119e
75451 info lifecycle vinyl@0.5.3~install: vinyl@0.5.3
75452 silly lifecycle vinyl@0.5.3~install: no script for install, continuing
75453 silly install bufferstreams@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\bufferstreams-eee19dfc
75454 info lifecycle bufferstreams@1.0.1~install: bufferstreams@1.0.1
75455 silly lifecycle bufferstreams@1.0.1~install: no script for install, continuing
75456 silly install vinyl-bufferstream@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\vinyl-bufferstream-47742c87
75457 info lifecycle vinyl-bufferstream@1.0.1~install: vinyl-bufferstream@1.0.1
75458 silly lifecycle vinyl-bufferstream@1.0.1~install: no script for install, continuing
75459 silly install clone@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\clone-e353f250
75460 info lifecycle clone@0.2.0~install: clone@0.2.0
75461 silly lifecycle clone@0.2.0~install: no script for install, continuing
75462 silly install graceful-fs@3.0.11 C:\Users\pozda\bmsk\node_modules\.staging\graceful-fs-ed3feb15
75463 info lifecycle graceful-fs@3.0.11~install: graceful-fs@3.0.11
75464 silly lifecycle graceful-fs@3.0.11~install: no script for install, continuing
75465 silly install readable-stream@1.0.34 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-609d93cc
75466 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
75467 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
75468 silly install vinyl@0.4.6 C:\Users\pozda\bmsk\node_modules\.staging\vinyl-028f1faf
75469 info lifecycle vinyl@0.4.6~install: vinyl@0.4.6
75470 silly lifecycle vinyl@0.4.6~install: no script for install, continuing
75471 silly install source-map@0.1.43 C:\Users\pozda\bmsk\node_modules\.staging\source-map-30958e6c
75472 info lifecycle source-map@0.1.43~install: source-map@0.1.43
75473 silly lifecycle source-map@0.1.43~install: no script for install, continuing
75474 silly install vinyl-sourcemaps-apply@0.1.4 C:\Users\pozda\bmsk\node_modules\.staging\vinyl-sourcemaps-apply-7e07d4ec
75475 info lifecycle vinyl-sourcemaps-apply@0.1.4~install: vinyl-sourcemaps-apply@0.1.4
75476 silly lifecycle vinyl-sourcemaps-apply@0.1.4~install: no script for install, continuing
75477 silly install websocket-extensions@0.1.1 C:\Users\pozda\bmsk\node_modules\.staging\websocket-extensions-b05cb6fb
75478 info lifecycle websocket-extensions@0.1.1~install: websocket-extensions@0.1.1
75479 silly lifecycle websocket-extensions@0.1.1~install: no script for install, continuing
75480 silly install websocket-driver@0.6.5 C:\Users\pozda\bmsk\node_modules\.staging\websocket-driver-a6637b08
75481 info lifecycle websocket-driver@0.6.5~install: websocket-driver@0.6.5
75482 silly lifecycle websocket-driver@0.6.5~install: no script for install, continuing
75483 silly install faye-websocket@0.7.3 C:\Users\pozda\bmsk\node_modules\.staging\faye-websocket-126c0a0f
75484 info lifecycle faye-websocket@0.7.3~install: faye-websocket@0.7.3
75485 silly lifecycle faye-websocket@0.7.3~install: no script for install, continuing
75486 silly install mini-lr@0.1.9 C:\Users\pozda\bmsk\node_modules\.staging\mini-lr-1d6d61d1
75487 info lifecycle mini-lr@0.1.9~install: mini-lr@0.1.9
75488 silly lifecycle mini-lr@0.1.9~install: no script for install, continuing
75489 silly install whet.extend@0.9.9 C:\Users\pozda\bmsk\node_modules\.staging\whet.extend-856914e7
75490 info lifecycle whet.extend@0.9.9~install: whet.extend@0.9.9
75491 silly lifecycle whet.extend@0.9.9~install: no script for install, continuing
75492 silly install svgo@0.7.0 C:\Users\pozda\bmsk\node_modules\.staging\svgo-83323ef5
75493 info lifecycle svgo@0.7.0~install: svgo@0.7.0
75494 silly lifecycle svgo@0.7.0~install: no script for install, continuing
75495 silly install svgo@0.7.2 C:\Users\pozda\bmsk\node_modules\.staging\svgo-e95d5876
75496 info lifecycle svgo@0.7.2~install: svgo@0.7.2
75497 silly lifecycle svgo@0.7.2~install: no script for install, continuing
75498 silly install postcss-svgo@2.1.6 C:\Users\pozda\bmsk\node_modules\.staging\postcss-svgo-116276f5
75499 info lifecycle postcss-svgo@2.1.6~install: postcss-svgo@2.1.6
75500 silly lifecycle postcss-svgo@2.1.6~install: no script for install, continuing
75501 silly install which@1.2.12 C:\Users\pozda\bmsk\node_modules\.staging\which-d308160f
75502 info lifecycle which@1.2.12~install: which@1.2.12
75503 silly lifecycle which@1.2.12~install: no script for install, continuing
75504 silly install global-prefix@0.1.5 C:\Users\pozda\bmsk\node_modules\.staging\global-prefix-c3b6538a
75505 info lifecycle global-prefix@0.1.5~install: global-prefix@0.1.5
75506 silly lifecycle global-prefix@0.1.5~install: no script for install, continuing
75507 silly install global-modules@0.2.3 C:\Users\pozda\bmsk\node_modules\.staging\global-modules-5f126c04
75508 info lifecycle global-modules@0.2.3~install: global-modules@0.2.3
75509 silly lifecycle global-modules@0.2.3~install: no script for install, continuing
75510 silly install resolve-dir@0.1.1 C:\Users\pozda\bmsk\node_modules\.staging\resolve-dir-d54dd6c5
75511 info lifecycle resolve-dir@0.1.1~install: resolve-dir@0.1.1
75512 silly lifecycle resolve-dir@0.1.1~install: no script for install, continuing
75513 silly install findup-sync@0.4.3 C:\Users\pozda\bmsk\node_modules\.staging\findup-sync-b593d629
75514 info lifecycle findup-sync@0.4.3~install: findup-sync@0.4.3
75515 silly lifecycle findup-sync@0.4.3~install: no script for install, continuing
75516 silly install liftoff@2.3.0 C:\Users\pozda\bmsk\node_modules\.staging\liftoff-22c73b28
75517 info lifecycle liftoff@2.3.0~install: liftoff@2.3.0
75518 silly lifecycle liftoff@2.3.0~install: no script for install, continuing
75519 silly install which-module@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\which-module-470ffc9c
75520 info lifecycle which-module@1.0.0~install: which-module@1.0.0
75521 silly lifecycle which-module@1.0.0~install: no script for install, continuing
75522 silly install window-size@0.1.0 C:\Users\pozda\bmsk\node_modules\.staging\window-size-5f2bf51b
75523 info lifecycle window-size@0.1.0~install: window-size@0.1.0
75524 silly lifecycle window-size@0.1.0~install: no script for install, continuing
75525 silly install async@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\async-d50e2272
75526 info lifecycle async@1.0.0~install: async@1.0.0
75527 silly lifecycle async@1.0.0~install: no script for install, continuing
75528 silly install colors@1.0.3 C:\Users\pozda\bmsk\node_modules\.staging\colors-0f0f7076
75529 info lifecycle colors@1.0.3~install: colors@1.0.3
75530 silly lifecycle colors@1.0.3~install: no script for install, continuing
75531 silly install winston@2.3.1 C:\Users\pozda\bmsk\node_modules\.staging\winston-dcd3260c
75532 info lifecycle winston@2.3.1~install: winston@2.3.1
75533 silly lifecycle winston@2.3.1~install: no script for install, continuing
75534 silly install wordwrap@0.0.2 C:\Users\pozda\bmsk\node_modules\.staging\wordwrap-818acc66
75535 info lifecycle wordwrap@0.0.2~install: wordwrap@0.0.2
75536 silly lifecycle wordwrap@0.0.2~install: no script for install, continuing
75537 silly install cliui@2.1.0 C:\Users\pozda\bmsk\node_modules\.staging\cliui-4790c53c
75538 info lifecycle cliui@2.1.0~install: cliui@2.1.0
75539 silly lifecycle cliui@2.1.0~install: no script for install, continuing
75540 silly install optimist@0.6.1 C:\Users\pozda\bmsk\node_modules\.staging\optimist-23f6efab
75541 info lifecycle optimist@0.6.1~install: optimist@0.6.1
75542 silly lifecycle optimist@0.6.1~install: no script for install, continuing
75543 silly install ng-annotate@0.15.4 C:\Users\pozda\bmsk\node_modules\.staging\ng-annotate-50b7dd0e
75544 info lifecycle ng-annotate@0.15.4~install: ng-annotate@0.15.4
75545 silly lifecycle ng-annotate@0.15.4~install: no script for install, continuing
75546 silly install wrap-ansi@2.1.0 C:\Users\pozda\bmsk\node_modules\.staging\wrap-ansi-70932ac2
75547 info lifecycle wrap-ansi@2.1.0~install: wrap-ansi@2.1.0
75548 silly lifecycle wrap-ansi@2.1.0~install: no script for install, continuing
75549 silly install cliui@3.2.0 C:\Users\pozda\bmsk\node_modules\.staging\cliui-0353d0ab
75550 info lifecycle cliui@3.2.0~install: cliui@3.2.0
75551 silly lifecycle cliui@3.2.0~install: no script for install, continuing
75552 silly install wrappy@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\wrappy-1068e69b
75553 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
75554 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
75555 silly install once@1.3.3 C:\Users\pozda\bmsk\node_modules\.staging\once-a9dcbe43
75556 info lifecycle once@1.3.3~install: once@1.3.3
75557 silly lifecycle once@1.3.3~install: no script for install, continuing
75558 silly install end-of-stream@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\end-of-stream-53353328
75559 info lifecycle end-of-stream@1.0.0~install: end-of-stream@1.0.0
75560 silly lifecycle end-of-stream@1.0.0~install: no script for install, continuing
75561 silly install duplexify@3.5.0 C:\Users\pozda\bmsk\node_modules\.staging\duplexify-a0fd579b
75562 info lifecycle duplexify@3.5.0~install: duplexify@3.5.0
75563 silly lifecycle duplexify@3.5.0~install: no script for install, continuing
75564 silly install once@1.3.3 C:\Users\pozda\bmsk\node_modules\.staging\once-59c6553a
75565 info lifecycle once@1.3.3~install: once@1.3.3
75566 silly lifecycle once@1.3.3~install: no script for install, continuing
75567 silly install end-of-stream@0.1.5 C:\Users\pozda\bmsk\node_modules\.staging\end-of-stream-79804ff7
75568 info lifecycle end-of-stream@0.1.5~install: end-of-stream@0.1.5
75569 silly lifecycle end-of-stream@0.1.5~install: no script for install, continuing
75570 silly install orchestrator@0.3.8 C:\Users\pozda\bmsk\node_modules\.staging\orchestrator-96a6b375
75571 info lifecycle orchestrator@0.3.8~install: orchestrator@0.3.8
75572 silly lifecycle orchestrator@0.3.8~install: no script for install, continuing
75573 silly install once@1.4.0 C:\Users\pozda\bmsk\node_modules\.staging\once-d43c8983
75574 info lifecycle once@1.4.0~install: once@1.4.0
75575 silly lifecycle once@1.4.0~install: no script for install, continuing
75576 silly install inflight@1.0.6 C:\Users\pozda\bmsk\node_modules\.staging\inflight-8e34b405
75577 info lifecycle inflight@1.0.6~install: inflight@1.0.6
75578 silly lifecycle inflight@1.0.6~install: no script for install, continuing
75579 silly install glob@7.1.1 C:\Users\pozda\bmsk\node_modules\.staging\glob-3bbb3aec
75580 info lifecycle glob@7.1.1~install: glob@7.1.1
75581 silly lifecycle glob@7.1.1~install: no script for install, continuing
75582 silly install cli@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\cli-305de743
75583 info lifecycle cli@1.0.1~install: cli@1.0.1
75584 silly lifecycle cli@1.0.1~install: no script for install, continuing
75585 silly install jshint@2.9.4 C:\Users\pozda\bmsk\node_modules\.staging\jshint-0db43275
75586 info lifecycle jshint@2.9.4~install: jshint@2.9.4
75587 silly lifecycle jshint@2.9.4~install: no script for install, continuing
75588 silly install globby@6.1.0 C:\Users\pozda\bmsk\node_modules\.staging\globby-66fe8428
75589 info lifecycle globby@6.1.0~install: globby@6.1.0
75590 silly lifecycle globby@6.1.0~install: no script for install, continuing
75591 silly install rimraf@2.6.1 C:\Users\pozda\bmsk\node_modules\.staging\rimraf-aacfaf16
75592 info lifecycle rimraf@2.6.1~install: rimraf@2.6.1
75593 silly lifecycle rimraf@2.6.1~install: no script for install, continuing
75594 silly install fs-extra@0.26.7 C:\Users\pozda\bmsk\node_modules\.staging\fs-extra-8d66c48c
75595 info lifecycle fs-extra@0.26.7~install: fs-extra@0.26.7
75596 silly lifecycle fs-extra@0.26.7~install: no script for install, continuing
75597 silly install glob@4.5.3 C:\Users\pozda\bmsk\node_modules\.staging\glob-f9e50ea0
75598 info lifecycle glob@4.5.3~install: glob@4.5.3
75599 silly lifecycle glob@4.5.3~install: no script for install, continuing
75600 silly install glob@5.0.15 C:\Users\pozda\bmsk\node_modules\.staging\glob-9911b109
75601 info lifecycle glob@5.0.15~install: glob@5.0.15
75602 silly lifecycle glob@5.0.15~install: no script for install, continuing
75603 silly install globby@2.1.0 C:\Users\pozda\bmsk\node_modules\.staging\globby-ccfbb637
75604 info lifecycle globby@2.1.0~install: globby@2.1.0
75605 silly lifecycle globby@2.1.0~install: no script for install, continuing
75606 silly install glob@4.3.5 C:\Users\pozda\bmsk\node_modules\.staging\glob-be550a99
75607 info lifecycle glob@4.3.5~install: glob@4.3.5
75608 silly lifecycle glob@4.3.5~install: no script for install, continuing
75609 silly install findup-sync@0.2.1 C:\Users\pozda\bmsk\node_modules\.staging\findup-sync-783e6200
75610 info lifecycle findup-sync@0.2.1~install: findup-sync@0.2.1
75611 silly lifecycle findup-sync@0.2.1~install: no script for install, continuing
75612 silly install glob@5.0.15 C:\Users\pozda\bmsk\node_modules\.staging\glob-6dfd1b87
75613 info lifecycle glob@5.0.15~install: glob@5.0.15
75614 silly lifecycle glob@5.0.15~install: no script for install, continuing
75615 silly install glob@5.0.15 C:\Users\pozda\bmsk\node_modules\.staging\glob-a7040053
75616 info lifecycle glob@5.0.15~install: glob@5.0.15
75617 silly lifecycle glob@5.0.15~install: no script for install, continuing
